ID;income;age;gender;education_level
97627;40481.99735715855;41;F;0.0
48239;40481.27000832319;44;M;2.0
91069;40481.19858516619;28;M;3.0
49113;40480.914779369545;40;F;3.0
48853;40480.84932110198;33;F;2.0
95446;40480.74340947734;27;F;0.0
88563;40480.70293929855;19;F;3.0
94881;40480.46529053073;33;F;2.0
89055;40480.413882141765;35;M;0.0
20782;40480.2595290653;41;M;3.0
53035;40479.66219435474;37;F;1.0
40339;40479.43440484639;41;M;1.0
95383;40479.39133003327;36;F;1.0
48458;40479.32030059315;43;F;1.0
5712;40479.11754076187;26;M;1.0
37884;40479.060958756694;25;F;3.0
66506;40479.00438947168;36;M;1.0
45362;40478.75053862538;29;F;2.0
53645;40477.6724489384;31;M;1.0
62431;40477.56360945736;34;F;2.0
43502;40477.119606180466;30;F;1.0
44235;40476.94389693029;32;F;1.0
98730;40476.75456480515;30;F;1.0
28644;40476.67795174812;35;F;0.0
94875;40475.90093059156;42;M;2.0
49951;40475.87574544821;20;M;2.0
47980;40475.54460934452;30;F;1.0
15401;40475.50992670106;28;M;3.0
42055;40475.09213128429;30;M;0.0
15779;40474.77151462629;28;F;2.0
73280;40473.86235393806;33;M;2.0
72173;40473.774297844124;27;F;1.0
50456;40473.505209803596;39;M;1.0
12740;40473.44789175999;25;F;1.0
6530;40472.74757358626;38;M;2.0
97816;40472.70564934832;38;M;3.0
34513;40472.27062680345;33;F;1.0
58720;40471.977809061515;37;M;2.0
59405;40471.75561891874;37;M;1.0
34385;40471.44535905682;31;M;2.0
19810;40471.379945804794;41;M;1.0
23762;40471.30015004688;38;M;2.0
35043;40471.29410666366;36;M;2.0
4422;40471.215425884664;37;F;2.0
3371;40470.7458698003;23;M;2.0
49025;40470.470372539494;40;F;2.0
47316;40470.24859999021;28;M;3.0
83130;40470.091247153054;33;M;1.0
27349;40470.004586664785;30;M;3.0
24747;40469.46350782469;29;M;2.0
58796;40469.34469007312;38;F;1.0
32793;40468.79684866064;34;F;1.0
42519;40468.755730189616;27;M;2.0
2574;40468.20958043532;39;M;1.0
86543;40468.0535992682;42;M;0.0
96922;40467.68214223862;31;M;1.0
80614;40467.540595969345;32;M;2.0
91255;40467.53159429462;37;M;2.0
43087;40467.39449464663;39;F;1.0
92719;40467.07711357673;33;F;3.0
43996;40466.80254470218;44;F;3.0
16079;80050.82529591417;44;F;2.0
60903;40466.525709381465;36;F;3.0
71316;40466.476693201155;27;M;1.0
74001;40466.41559237614;40;F;1.0
48191;40466.3259442216;30;F;2.0
86961;40465.852618588375;27;F;1.0
14522;40465.68231711154;27;F;1.0
76752;40465.49762320075;31;M;3.0
24106;40465.39785461029;28;F;3.0
54553;40465.05913852633;35;F;2.0
68372;40464.86078745023;27;F;3.0
95564;40464.78255561204;42;M;3.0
26644;40464.71028032394;41;F;2.0
76315;40463.9802871108;35;M;2.0
47850;40463.84402146819;39;F;1.0
98010;40463.63277217088;25;M;2.0
73851;40463.49794037106;26;M;2.0
50641;40463.36297901968;19;M;1.0
27778;40462.97266704551;40;M;1.0
32372;40462.937718592;22;F;3.0
794;40461.73206379248;34;F;2.0
37555;40461.6364350918;38;F;1.0
3438;85717.6997133324;44;M;3.0
47915;40461.18611531769;25;M;1.0
60037;40460.84290578064;39;F;2.0
57220;40460.118219592136;39;F;3.0
85232;40460.059490269996;41;M;1.0
90527;40460.035678649496;20;F;2.0
71824;40459.930749998835;26;M;1.0
11343;40459.743948436706;33;M;2.0
67477;40459.586164353655;27;M;1.0
64421;40459.413742337565;31;F;3.0
4829;40459.24739459558;38;F;2.0
67007;40458.61143731697;44;M;2.0
56900;40458.36873154222;26;F;3.0
74586;40458.05571821507;25;F;1.0
6066;40457.98979927083;39;F;2.0
61955;40457.878122779155;39;F;1.0
98549;40457.7475368107;35;M;3.0
14994;40457.63470965126;34;F;1.0
68947;40457.32525267443;20;M;2.0
26343;40457.288206675075;25;F;2.0
97476;40456.9705685154;37;F;1.0
93960;40456.9639156384;23;F;2.0
86518;40456.78210417549;43;F;1.0
9507;40456.70782169552;30;F;2.0
41831;40456.4128071895;33;F;3.0
43047;40456.30881779176;27;M;0.0
19910;40455.99412629045;35;M;1.0
22867;40455.9387225149;22;M;2.0
79728;40455.858893037665;27;M;1.0
43195;40455.66647887272;36;F;2.0
53259;40454.4995769023;36;F;2.0
65011;40454.34134954157;31;M;1.0
64124;40453.81638376333;27;M;2.0
66043;40453.57875057947;30;F;2.0
29685;40453.30061926043;20;F;2.0
3045;40452.91240475365;37;M;1.0
91827;40452.794632129444;36;M;3.0
54775;40452.329838318554;28;F;1.0
1432;40451.95047176987;25;M;0.0
60758;40451.64376240461;30;M;2.0
44860;40451.17279085875;31;M;2.0
45646;40450.10937957775;38;M;1.0
74775;40449.65004893531;36;F;0.0
4570;40449.32881306568;25;M;1.0
11279;40449.13460900132;32;F;3.0
17598;40449.06943100507;31;M;2.0
24150;40448.393301162076;25;F;2.0
60337;40447.38183640848;33;F;2.0
49743;40447.1198058041;33;F;2.0
43785;40446.81813137354;30;M;1.0
21470;40446.80655770656;36;M;2.0
3602;40446.734755947575;20;F;1.0
66495;40446.492641728335;32;F;2.0
20906;40446.18512205875;23;F;2.0
77403;40444.863454132064;38;M;1.0
77118;40444.74561292808;31;M;2.0
32641;40444.11760211591;26;M;3.0
45240;40443.88969227686;38;F;3.0
33518;40443.84320105773;27;F;2.0
66403;40443.81308969797;44;M;2.0
64284;40443.67580620526;42;F;3.0
71805;40442.99587404193;38;F;1.0
44024;40442.92969116111;37;M;1.0
34891;40442.281510529785;44;M;3.0
99851;40441.97697858815;31;M;0.0
24951;40441.3859180297;35;M;0.0
53472;40441.25304400462;27;F;2.0
17201;40441.03217655737;37;M;1.0
40496;40440.3621776109;27;F;2.0
62149;40440.076463219135;29;F;0.0
86895;40439.82547178231;39;F;1.0
65094;40439.713145499714;34;F;3.0
68084;40439.406508493455;44;M;2.0
1997;40439.37673325949;18;F;1.0
62568;40439.13320332655;26;M;1.0
47596;40439.13278638675;37;M;2.0
52768;40438.726920286834;27;M;2.0
48400;40438.65420147068;40;F;1.0
44824;40438.43369122226;25;M;2.0
98498;40437.92196989383;35;F;3.0
17965;40437.798282182586;24;M;0.0
61139;40437.58920764016;34;M;1.0
59756;40437.33914451045;26;F;1.0
98628;40436.44672709703;36;F;3.0
9210;40435.62391017145;27;F;1.0
20615;72084.40817166379;43;M;2.0
41770;40434.90079074199;31;M;1.0
71734;40434.464415596696;37;M;0.0
55573;40433.584866977406;28;F;2.0
99081;40433.12351791912;27;F;1.0
25291;40433.103243905614;27;F;3.0
9594;40432.55746911087;38;F;2.0
10389;40432.096159992834;27;F;2.0
86592;40431.87961468212;23;F;1.0
95195;40431.575349170074;41;F;0.0
8114;40431.46070372819;39;F;2.0
48262;40431.37271116556;44;F;2.0
25682;40431.146957084646;41;M;2.0
59680;40430.98968082641;34;F;1.0
16000;40430.17584493499;31;F;1.0
96642;40430.08803815382;37;M;1.0
30889;40430.081122673044;32;M;2.0
15149;40430.05246917165;19;F;0.0
15768;40429.98340667016;33;F;2.0
14474;40429.6547308422;31;F;3.0
3597;40429.60579013688;25;M;3.0
42000;40429.45757602337;38;M;2.0
68052;40429.078782675955;25;M;0.0
65147;40428.247389949036;38;M;1.0
3626;40427.848188043245;32;M;3.0
46692;40427.42493232812;36;M;2.0
63186;40427.39184953943;31;M;2.0
15503;40426.13597914716;39;M;1.0
30919;40425.169455903226;39;F;3.0
54249;40424.29049851403;26;M;2.0
6232;40423.874020280055;30;M;2.0
71808;40423.746311249946;44;M;2.0
43529;40423.40657471132;25;M;2.0
97239;40423.345547125224;18;M;3.0
11304;40422.94599339152;40;M;2.0
1554;40422.7672585674;34;F;1.0
24139;40422.613564339044;33;F;2.0
75211;40422.00277861632;30;M;2.0
92271;40421.985119608056;34;F;2.0
70668;40421.88954971444;37;M;1.0
45433;40421.742851253846;31;M;2.0
93070;40421.65920898665;32;M;2.0
44171;40421.65758764708;36;F;2.0
15658;40421.23251814648;25;M;2.0
75577;40421.13742634766;36;F;2.0
29904;40421.10401880738;33;F;2.0
33301;40420.822113833776;20;M;2.0
89387;40420.797823566085;25;M;2.0
47855;40420.74938733766;42;M;3.0
65802;40418.67487548727;30;F;2.0
43072;40418.532507336284;36;F;1.0
10732;40418.251743932065;28;M;0.0
30966;40418.050999281906;31;M;1.0
35448;40417.764645787975;40;F;2.0
11848;40417.727152859974;42;F;1.0
65022;40417.61837615034;28;F;2.0
91687;40417.45865619643;33;F;2.0
35201;40417.33154400606;34;F;3.0
70115;40417.03875717817;34;F;1.0
94056;40416.89021385102;43;M;2.0
72719;40416.50501908745;37;M;1.0
71922;40416.32324286168;43;F;3.0
27843;40416.13392071919;20;M;2.0
33617;40415.91587313211;41;F;2.0
92530;40415.68858305278;30;F;2.0
24252;40415.532477533015;43;M;2.0
1978;40415.13702970726;25;M;2.0
22154;40415.13384075147;27;F;1.0
4346;40414.960303942644;43;F;0.0
104;40414.59942883581;38;M;1.0
49687;40414.47863827554;23;F;2.0
50539;40414.45990271099;30;F;2.0
14010;40414.11047790535;25;F;3.0
644;40414.09551365412;33;F;2.0
58936;40414.06428762593;34;F;2.0
53947;40414.056342908094;32;M;2.0
4473;40413.98421280696;29;F;1.0
18136;40413.845783216624;42;M;3.0
59170;40413.36119635129;28;F;2.0
75503;40413.16776003229;33;F;1.0
29282;40413.06275550377;38;F;2.0
66950;40412.88810125831;30;F;2.0
4584;95010.02200575272;47;F;3.0
83171;40412.17828353976;26;F;3.0
38038;40411.986016153816;37;F;2.0
26462;40411.636044831794;44;F;2.0
14383;40410.85091138621;28;M;2.0
86921;40410.649630508226;33;M;2.0
8264;40410.58651597995;28;M;2.0
13974;40410.42255700629;25;F;2.0
72749;40410.31573864992;32;F;2.0
76637;40410.260224014506;42;M;3.0
14462;40410.16223419716;25;F;1.0
93259;40409.11467076297;32;M;1.0
8584;40408.7939774533;27;F;1.0
19590;40408.34209290014;20;M;1.0
44683;40408.325194205754;38;M;2.0
83289;40408.21052036097;40;F;2.0
97516;40408.08641271506;26;F;1.0
97653;40407.94413585548;32;F;2.0
92212;40407.90133016936;37;M;1.0
48986;40407.62838574449;30;F;2.0
86392;40407.57668824823;36;M;1.0
8992;40407.04338942431;30;F;3.0
62895;40406.85682938969;36;M;0.0
82229;40406.838356331005;32;M;1.0
45630;40406.801843872316;29;M;1.0
68317;40406.59725582217;42;F;2.0
57361;40406.548156405195;34;F;1.0
89683;40405.85577716217;25;M;3.0
50354;40405.58951010962;30;M;2.0
77668;40405.505719427776;31;F;1.0
15381;40405.31368521097;26;F;2.0
28566;40405.29134184447;20;F;1.0
58835;40405.27871266385;38;F;2.0
3451;40405.16362499146;41;F;2.0
78478;40404.65492662629;26;F;0.0
17817;40404.55388494161;43;M;2.0
57885;40404.5075062134;41;M;2.0
79252;40404.12925172464;37;F;2.0
11481;40403.39051030003;30;M;1.0
12366;40402.456558712955;40;F;3.0
48690;40402.18668219138;44;M;2.0
17943;40402.152483755104;25;M;2.0
38333;40401.380005685096;42;M;1.0
87751;40401.37899170157;43;M;1.0
2955;40401.15980796185;37;F;2.0
91932;40401.12488167446;27;F;1.0
39059;40400.86575258185;19;M;0.0
70354;40400.72099231927;32;M;2.0
25515;40400.27122455693;26;F;3.0
11860;40400.17748368465;27;M;1.0
29442;40399.12301159177;20;F;3.0
6803;40399.105030907245;32;M;1.0
58905;40398.95855380804;27;M;0.0
63947;40398.946826059415;29;M;2.0
71308;40398.53324778063;25;M;3.0
11598;40398.28836621346;37;M;2.0
82865;40397.80792689188;31;M;1.0
48823;40397.57569696144;26;M;0.0
12216;40397.15955171297;21;F;1.0
34207;40396.767058205034;29;M;0.0
97544;40396.733098234654;32;M;2.0
58640;40396.71306605484;29;M;1.0
5858;40396.00134160344;29;F;1.0
30277;40396.00130572536;26;M;1.0
81630;40395.976422005704;29;F;2.0
77963;40395.59290219561;35;F;0.0
24500;40395.58594018966;26;F;2.0
37307;40395.49221053474;27;F;3.0
56115;40395.25451184082;34;F;1.0
28710;40395.248923820676;36;F;2.0
26359;40395.176229527584;35;F;3.0
68720;40394.73529596385;33;M;2.0
74835;40394.29859471517;39;F;2.0
47589;40393.951957957135;31;M;2.0
67965;40393.840004863276;38;F;1.0
37909;40393.47755814094;30;M;3.0
87694;40393.37640553548;38;M;3.0
39704;40393.23869290957;37;F;2.0
20947;40393.23128862588;30;F;2.0
71633;40392.82180749273;34;F;1.0
85369;40392.32764919254;35;F;3.0
94868;40392.043728257166;27;F;2.0
82887;40391.75878926563;33;F;3.0
29402;40391.701443740865;25;F;1.0
97931;40391.34991958097;29;M;1.0
68056;40391.047059775156;26;M;2.0
50718;40391.023305644885;29;F;3.0
57413;40390.94900852922;43;M;1.0
28024;40390.79722345776;31;F;2.0
81257;40390.49257409817;34;M;1.0
25910;40390.28637881729;34;F;1.0
45032;40390.04968881849;31;M;2.0
40069;40389.75617169509;40;M;3.0
57098;40389.7065998134;41;F;2.0
58369;40389.620147394235;25;F;3.0
62787;40389.52164967266;27;F;2.0
27870;40389.36396539028;32;M;0.0
2872;40389.070620061524;42;M;2.0
96766;40388.71689284797;18;F;3.0
2054;40388.44865249669;43;M;3.0
75401;40388.42454691177;29;F;2.0
85900;40387.717528787645;33;M;1.0
65624;40387.328686045876;25;F;2.0
4127;40387.28817363565;30;F;2.0
59740;40387.22384611311;44;F;2.0
9124;40387.21407638362;26;M;1.0
82062;40387.06072630932;18;F;1.0
23958;40386.84025427019;38;F;2.0
16330;40386.59487485241;25;M;1.0
46052;40386.149722653674;29;M;2.0
15157;40384.90316748705;35;F;2.0
74519;40384.69784913611;27;M;1.0
87632;40384.48755343815;30;F;3.0
51512;40384.20195358664;34;M;3.0
96584;40384.05004955282;35;F;2.0
20581;40384.04558019175;27;M;1.0
96416;40383.90172569452;42;M;2.0
46033;40383.50056429701;42;F;2.0
6827;40383.06205621314;32;F;1.0
7605;40382.97602459017;35;F;2.0
51915;40382.812291111084;37;M;1.0
22191;40382.76639988587;32;M;1.0
86792;40382.523762411634;33;F;1.0
50872;40381.99645077755;38;F;2.0
27359;40381.88787461188;37;F;2.0
3471;40381.65163468419;28;F;3.0
76762;40381.354096748604;37;M;2.0
55858;40380.74481443322;28;M;1.0
40341;40380.593431973604;25;F;2.0
28803;40380.155899428646;26;M;2.0
82379;40380.148627417875;43;M;2.0
59039;40379.785984395414;26;F;2.0
75712;40379.28844797509;20;M;3.0
2305;40379.16307787913;29;F;2.0
74601;40379.00811668826;39;M;1.0
6502;40378.7176600065;26;M;2.0
99349;40378.472765199425;30;M;3.0
5550;40378.40783826517;36;F;2.0
64462;40378.35793687976;37;M;3.0
67016;40378.270542603;22;M;2.0
14619;40377.84444971121;36;F;1.0
19518;40377.43529054318;44;F;1.0
10804;40377.38518148344;27;M;1.0
28110;40377.32317114257;36;M;0.0
11047;40377.135971945674;36;F;2.0
41450;40377.07742245591;33;M;3.0
63571;40376.80127204513;39;F;3.0
43551;40376.76850474221;28;F;0.0
23615;40376.54067169954;25;M;1.0
88931;40375.44284057982;29;F;2.0
64060;40375.32316945503;35;F;1.0
92684;101690.10891443233;40;M;2.0
28276;40374.80872764154;38;F;1.0
74652;40374.79644856291;26;F;1.0
54106;40374.69841015823;41;F;2.0
24301;40373.60588305224;26;F;1.0
38356;40373.5792904956;31;M;0.0
81075;40373.522350836836;43;M;3.0
16560;40373.297591524766;24;M;3.0
71185;40372.865619622404;29;M;3.0
10853;40372.55768991808;19;F;3.0
47967;40372.489031712306;28;M;2.0
28468;40372.426477711524;19;M;2.0
11922;40372.41207689812;20;F;2.0
49532;40372.13320393685;35;F;1.0
72401;40372.112454220216;34;M;3.0
98757;40372.074187943;38;M;3.0
95450;40371.91053920047;37;F;1.0
28036;40371.755857562035;27;F;2.0
65798;40371.054794119336;32;M;1.0
89925;40370.98911210169;30;M;1.0
48519;40370.89203413732;33;F;2.0
71891;40370.10258288954;34;M;1.0
43532;40369.840002554956;38;M;1.0
86470;40369.38872724678;25;M;1.0
5849;40369.074346798865;39;F;2.0
22776;40368.84843172507;28;M;0.0
79436;40368.31268326236;26;M;2.0
67962;40368.21641770776;31;F;2.0
27472;40368.000566296076;34;F;2.0
5022;40367.86064590928;43;F;2.0
35873;40367.662667217424;36;F;2.0
97620;40367.49824116509;20;M;3.0
33361;40367.10332133629;31;M;1.0
88650;40366.384191828845;35;M;3.0
52918;40366.26445429214;23;F;2.0
87691;40365.93534313359;35;F;3.0
4940;40365.125849257405;38;M;2.0
47751;40364.98116401227;38;M;1.0
54010;40364.705796594375;36;M;2.0
2622;40364.59561730909;31;M;2.0
72252;40364.512102611305;44;F;2.0
60811;40364.501480600724;30;F;2.0
10487;40364.31930299935;25;M;2.0
45767;40364.12635995538;36;F;1.0
38072;40363.84163757631;42;M;2.0
35851;40363.81609054;30;F;0.0
45337;40363.68683702199;30;M;2.0
46929;40363.5311417836;25;M;2.0
35651;40363.41464946616;37;M;2.0
96565;40363.32697664786;30;M;3.0
23364;40363.04255793874;44;M;2.0
76590;40362.997879897135;38;M;0.0
93628;40362.78646561868;27;M;1.0
39151;40362.593579171305;27;M;2.0
65229;40362.58690551885;28;F;2.0
5951;40362.38863338479;28;F;1.0
45309;40362.042206970895;26;F;3.0
26184;40361.47574999844;27;F;2.0
22119;40361.38515029142;36;F;2.0
21483;40361.107415626124;29;M;3.0
95198;40360.98845486292;35;F;3.0
79458;40360.77537226878;26;F;1.0
1314;40360.76233379417;30;F;1.0
5727;40360.64465605397;37;M;1.0
26318;40360.50225078327;37;M;2.0
97667;40360.467403270864;37;M;1.0
13106;40360.36175096524;34;M;2.0
50453;40360.33333673264;30;F;1.0
95927;40360.01942132425;37;M;0.0
15880;40359.742021587364;34;M;3.0
13582;40359.594430200304;37;F;3.0
9492;40359.43401700711;36;M;3.0
18061;40358.72090782058;38;M;3.0
45497;40358.52638534843;27;F;1.0
87045;40358.28049007942;33;M;2.0
89588;40358.146823885785;26;F;3.0
4603;40358.067674798134;39;F;1.0
59590;40357.82574715003;28;F;1.0
5095;40357.193089819775;43;M;3.0
34289;40356.40296115857;41;F;2.0
97171;40356.309068656854;25;M;1.0
72579;40356.28885477367;26;F;1.0
15968;40356.24982239223;20;F;3.0
4676;40356.13880847284;30;F;1.0
4192;40355.99262561717;28;M;2.0
12083;40355.89168112551;18;M;1.0
45763;40354.72040138069;27;F;1.0
91304;40354.40403218081;23;M;2.0
28590;40354.04071755613;42;F;1.0
89843;40353.46975384518;31;M;2.0
23172;40353.20437395765;26;F;1.0
97408;40353.05461340945;34;F;3.0
68746;40352.76881376537;39;M;0.0
73085;40352.561611824516;42;M;1.0
60797;40352.523072242875;40;M;2.0
43168;40352.15361052391;29;M;3.0
91546;40351.75744276058;23;F;2.0
88768;99801.47704270954;49;F;2.0
96068;40350.58904837694;33;M;1.0
51165;40350.44178785334;43;M;2.0
47173;40350.18444671404;28;M;1.0
85128;40349.96204383402;42;M;2.0
71665;40349.7590319795;19;M;1.0
8230;40349.36389290577;38;F;1.0
78255;40349.356629318114;43;M;3.0
47669;40349.10027474238;30;F;1.0
34704;40348.90566179432;42;F;3.0
54320;40348.88637194413;19;F;2.0
70493;40348.73721036512;36;F;2.0
61944;40348.46735470865;41;M;2.0
24126;40348.12780901358;30;M;0.0
63984;40348.01844989099;39;M;2.0
75506;40347.826214289766;20;M;0.0
1904;40347.748590903306;32;M;1.0
26796;40347.365023583494;26;M;2.0
26349;40347.23210969728;25;M;3.0
97522;40347.08413803011;20;M;2.0
31994;40346.6392440806;31;M;2.0
99099;40346.35259390439;41;F;2.0
44596;40346.21671028264;36;M;3.0
79872;40346.11542824365;37;M;1.0
29462;40345.97547422975;25;F;1.0
30239;40345.764622581904;27;M;1.0
79790;40345.71502358062;34;F;2.0
45928;40345.300348664096;27;M;2.0
8986;40344.9768436146;36;F;0.0
80667;40344.62956662481;35;F;2.0
14821;40344.31502354274;28;F;2.0
16390;40344.024243488864;26;F;2.0
29115;40343.88482866505;20;F;1.0
39970;40343.84518220887;32;M;2.0
23976;40342.26302974107;36;M;3.0
67189;40342.122393076585;39;M;2.0
71989;40341.77647988681;33;M;2.0
3257;40340.008409884824;34;F;2.0
41839;40339.88070465711;38;M;1.0
23532;40339.78723127093;42;M;3.0
34226;40339.63137238623;34;F;2.0
3890;40339.332567350786;39;M;1.0
59599;40339.292391393414;42;M;1.0
86791;40339.18701927607;34;M;2.0
18878;40339.151079974385;25;F;2.0
43591;40338.82250692635;37;M;1.0
80613;40338.24169050094;40;M;1.0
71639;40338.22062236696;37;M;1.0
22782;40338.00961063268;29;F;3.0
90857;40337.502118214084;31;F;2.0
43877;40337.153746956705;44;M;2.0
30536;40336.930944353815;23;M;2.0
38058;105851.15899809706;44;F;3.0
524;40336.683483701796;27;M;1.0
31723;40336.4232789142;41;F;0.0
358;40335.903814218036;26;F;2.0
74787;40335.306007442035;42;M;3.0
93417;40334.8838011222;19;M;2.0
14720;40334.80096681928;28;F;2.0
43354;40334.743947147566;31;F;1.0
54468;40334.70392719361;24;M;2.0
24109;40333.83021373316;35;F;1.0
38716;40333.3458683186;41;F;1.0
47264;40332.89224908709;41;F;1.0
10331;40332.69290630329;34;F;2.0
98683;40332.53686627907;37;F;1.0
35917;40332.475836213496;22;F;2.0
68013;40332.04346377545;28;M;2.0
28611;40331.82128133243;31;M;2.0
37127;40331.68565067058;32;F;2.0
82022;40331.65952377928;31;M;1.0
20848;40331.655683823235;42;M;2.0
26170;40331.545488028205;35;F;3.0
31221;40331.473262929154;43;F;1.0
53097;40331.23471476269;37;M;3.0
50106;40330.82144233661;30;M;2.0
8897;40330.69514742818;29;M;3.0
80898;40330.62494320746;18;F;2.0
74828;40330.298929726254;26;M;2.0
20133;40329.58531048214;39;M;1.0
54086;40329.51267897103;34;M;3.0
20257;40329.44714982372;34;M;2.0
87338;40329.252346977664;31;M;1.0
25424;40329.19491709845;43;M;1.0
57916;40328.96336252484;28;F;1.0
55986;40328.94607621346;34;M;3.0
76448;40328.532959209246;40;F;0.0
27884;40328.336444006636;36;M;2.0
74546;40328.30561577548;26;F;2.0
2072;40328.04029246123;26;F;1.0
13444;40327.9355710381;30;F;1.0
17751;40327.690534760804;43;F;1.0
99065;40327.40245067359;36;M;2.0
25742;40327.285717379054;34;M;0.0
34740;40327.167821923664;29;F;2.0
2654;40327.15573231876;39;M;0.0
98259;40327.00109104409;20;F;2.0
80939;40326.54519556301;26;M;0.0
76262;82081.78339305756;40;F;2.0
27031;40326.36801866663;34;F;2.0
57095;40325.915802517426;28;F;3.0
51587;40325.61392364023;25;F;1.0
73636;40325.34904472062;21;M;1.0
98084;40325.191195563406;29;M;0.0
15380;40324.98668934534;25;M;1.0
26509;40324.851310152095;31;F;3.0
18526;40324.819459165345;42;M;2.0
69743;40324.60266056119;31;F;1.0
93074;40324.36969086764;27;F;1.0
85217;40324.259780365195;32;M;2.0
98335;40323.64874420034;26;M;1.0
72842;40323.49759828452;35;F;2.0
83374;40323.47103023447;29;F;1.0
36909;40323.44596627609;40;M;2.0
58544;40323.373912303745;28;M;2.0
13098;40323.24304098195;38;M;3.0
61289;40323.079297014;24;F;2.0
67371;40322.9448901689;37;M;2.0
46215;40322.73600436253;36;F;1.0
784;40322.62082305085;38;M;1.0
62365;40322.110965729196;20;M;2.0
17480;40321.86169787291;19;F;1.0
41288;40321.305832732614;40;M;0.0
68755;40320.68034024447;44;M;2.0
41062;40320.30602620247;38;F;1.0
68101;40320.22579988599;36;F;1.0
10461;40319.93626238462;44;M;1.0
49793;40319.55486461508;29;F;1.0
88847;40319.403487199816;33;M;2.0
38778;40319.35459427799;41;F;1.0
95113;40319.2772455924;32;M;1.0
28248;40318.5621759526;40;M;1.0
90212;40318.44616252567;31;F;1.0
33331;40318.36960491235;26;F;0.0
56755;40318.34134850169;19;F;2.0
49222;40317.90617129396;37;M;1.0
8443;40317.83703452639;36;F;3.0
64171;40317.290714588395;36;M;1.0
21793;40317.13317006694;29;F;2.0
82871;40316.997578279064;27;F;1.0
59005;40316.90975324209;36;F;1.0
43708;40316.73970082064;36;M;3.0
34994;40316.42996581045;23;F;2.0
27330;40316.39591243727;18;F;2.0
96185;40316.34455434805;32;F;1.0
15632;40316.20497635255;35;M;2.0
76873;40315.634760293615;36;M;0.0
52167;40315.3966920653;18;M;2.0
28381;40314.80918124497;37;F;2.0
409;40314.74243873049;39;F;1.0
7846;40314.10209475371;34;F;1.0
4029;40313.98135027268;30;F;2.0
5436;40313.57553338402;44;M;2.0
12783;40313.2278923107;26;F;1.0
15706;40313.08315988372;44;M;1.0
22529;40312.99162655456;43;M;1.0
59414;40312.52542813869;32;F;1.0
69270;40312.23801907887;23;M;1.0
14394;40312.175222389356;35;F;3.0
84701;40312.16647685038;28;F;3.0
30408;40312.07957352932;28;M;0.0
71460;40311.911137637995;30;M;2.0
16005;40311.83043845529;27;F;2.0
19645;40311.592774275494;32;F;3.0
713;40311.3915010264;31;M;3.0
92757;40310.653401602816;28;F;1.0
33205;40310.644717587296;18;F;1.0
37126;40310.63611007327;23;M;2.0
94320;40310.579455351784;34;M;3.0
5670;40309.36517714705;38;F;2.0
79508;40309.275129136855;27;F;2.0
48941;40309.11738040052;40;F;1.0
85061;40308.85691057349;26;M;2.0
90547;40308.21947720936;38;M;2.0
25809;40308.12390609181;34;F;2.0
8316;40308.014943381364;41;M;2.0
80518;40307.96374626506;34;F;1.0
87610;40307.94044286387;33;F;2.0
81990;40307.920753505765;31;F;2.0
15426;40307.90800772708;40;F;1.0
80056;40307.28739065633;43;F;2.0
13832;40307.17462025504;34;F;2.0
9400;40307.051561484186;25;M;2.0
89960;40307.04164720316;32;M;3.0
3668;40306.78768877883;26;M;2.0
57390;40306.70359351309;37;F;2.0
53895;40306.387411889686;29;F;2.0
97201;40306.377458520605;33;M;3.0
31830;40306.205332904625;25;M;3.0
14940;40305.437852715346;44;M;1.0
63002;40305.35131215769;31;F;2.0
18158;40305.26911607995;26;M;3.0
84463;40305.260144687956;25;F;2.0
35867;40305.06009431293;34;F;3.0
74424;40304.58975641528;34;M;1.0
48624;40304.55448777852;35;M;1.0
39810;40304.05527837291;28;F;1.0
60240;40303.85052608319;42;F;2.0
53638;40303.072240852955;34;M;1.0
56901;40302.95149421125;35;F;2.0
14993;40302.27070684049;31;F;3.0
63628;40301.851290507155;40;M;1.0
96793;40301.77106236243;19;M;1.0
2025;40301.71097965766;36;M;2.0
89158;40301.56429712515;36;F;2.0
99620;40300.86598835507;26;F;1.0
70128;40300.13797028841;22;F;2.0
26251;40299.829610489;43;F;1.0
99845;40299.81172041969;33;M;1.0
82163;40299.59172568693;39;F;2.0
18308;40299.48390478782;43;M;2.0
28596;40298.38859175419;32;F;1.0
17835;40297.989205905506;31;M;0.0
81457;40297.83269908597;23;M;2.0
42577;40297.81627348453;29;F;1.0
29317;40297.60651747837;29;F;3.0
2122;40297.00742344312;29;F;2.0
99312;40296.758132905576;44;F;2.0
46180;40296.60865015921;22;M;2.0
72813;40296.356526234114;31;F;1.0
51236;40295.93850186449;35;M;2.0
33324;40295.645100938105;30;M;2.0
43727;40295.61743291424;39;F;1.0
25356;40295.331472051184;26;F;1.0
17465;40295.203147992484;28;F;3.0
71171;40294.98237016714;25;M;2.0
28094;40294.60574466465;19;F;2.0
67698;40294.24684490076;30;F;1.0
23293;40294.17518790489;34;M;1.0
97208;40293.812942511206;26;M;0.0
66123;40293.80837367856;27;M;3.0
57638;40293.35382189529;18;F;3.0
80456;40293.12519061344;33;F;1.0
51274;40292.932319441294;39;M;2.0
48065;40292.55706365767;42;M;0.0
26880;40292.25771474363;43;M;0.0
32339;40292.14328083325;28;F;2.0
97463;40292.1328683644;43;F;2.0
